"PIN","PARTYPE","ZVALUE","UPDATE","MAJOR","MINOR","PRES_USE","PRES_USE_D","PROP_TYPE","LOT_SQFT","PLAT_LOT","PLAT_BLOCK","PLAT_NAME","TAXPAYER","HOUSE","ADDRS_FULL","PU_CAT_DES","ADDRS_ST","PROP_NAME","PARCL_AREA","DEV_AREA","BLDG_SF","LU","LU_DETAIL","ZONING","ZONE_CAT","PUB_OR_PRI","HOUS_UNITS","YR_BUILT","SF_PR_UNIT","STS_RES_DV","BLT_FAR","MAX_RS_FAR","MAX_FAR","MAX_FAR_SF","POT_UNITS","IMP_VAL_15","LND_VAL_15","TOT_VAL_15","FAR_FACTOR","UNDER_DEV","REC_LEVEL","SCORE_1","SCORE_1DA","SCORE_1PA","SCORE_1DB","SCORE_1PB","RLTIONSHIP","SCORE_2","SCORE_2DA","SCORE_2PA","SCORE_2DB","SCORE_2PB","WILL_SELL","SCORE_3","SCORE_3DA","SCORE_3PA","SCORE_3DB","SCORE_3PB","POT_UNIT52","SCORE_D1","SCORE_D1DA","SCORE_D1DB","CST_UNIT_D","SCORE_D2","SCORE_D2DA","SCORE_D2DB","NO_BLDG","SCORE_D3","SCORE_D3DA","SCORE_D3DB","HIST_BLDG","SCORE_P1","SCORE_P1PA","SCORE_P1PB","VCNT_BLDG","SCORE_P2","SCORE_P2PA","SCORE_P2PB","CST_UNIT_P","SCORE_P3","SCORE_P3PA","SCORE_P3PB","COND_CMBND","SCORE_P4","SCORE_P4PA","SCORE_P4PB","INDEX_D_A","INDEX_D_B","INDEX_P_A","INDEX_P_B","INDEX_PM","ERROR_DO","ERROR_PM","FILTER_DO","FILTER_PO","NEW_S_1DB","NEW_S_2DB","NEW_S_3DB","NEW_S_D1DB","NEW_S_D2DB","NEW_S_D3DB","NEW_S_1PB","NEW_S_2PB","NEW_S_3PB","NEW_S_P1PB","NEW_S_P2PB","NEW_S_P3PB","NEW_S_P4PB","NEW_IDX_DB","NEW_IDX_PB"
"5391600100","PL",NA,NA,"539160","0100",341,"Rooming House","C",3360,"6","3","MC NAUGHTS ADD","HIP SING ASSN","418","418          8TH                       AVE  S  98104","Other Housing","418   8TH AVE S","HIP WAH HING",3360,3360,13664,"Multi-Family","Rooming House","IDM-75-85","IDM","PRIVATE",0,1960,180,"HISTORIC",4.1,6,6,20160,20,640800,403200,1044000,"6","Y",NA,0,NA,0,NA,0,"yes",1,NA,14.29,NA,13.63,"yes",1,NA,14.29,NA,18.18,14,0,NA,NA,62143,0,NA,NA,NA,0,NA,NA,"HISTORIC - both",1,14.29,18.18,"N",0,0,0,80308,1,14.29,13.63,0.4,0,0,0,NA,NA,57.16,63.62,60,NA,"Y","STS_RES_DV =  HISTORIC","",NA,NA,NA,NA,NA,NA,0,13.63,18.18,18.18,0,13.63,0,NA,63.62
"5391600060","PL",NA,NA,"539160","0060",316,"Vacant(Industrial)","C",2960,"7","3","MC NAUGHTS ADD","HIP SING ASSN",NA,NA,"Vacant","8TH AVE S","PARKING LOT",2885,2885,0,"Vacant","Vacant(Industrial)","IDM-75-85","IDM","PRIVATE",0,0,180,"VACANT",0,6,6,17310,17,0,355200,355200,"6",NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,12,0,NA,NA,24624,0.5,NA,NA,NA,0,NA,NA,"HISTORIC - SCIDpda",1,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIST_BLDG =  HISTORIC - SCIDpda","LU_DETAIL =  Vacant(Industrial); BLDG_SF =  0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100106","PL",NA,NA,"817010","0106",106,"Office Building","C",6000,"21-22","1","SYNDICATE ADD","TRAN DUC THAN & KY HUYNH","424","424          10TH                      AVE  S  98104","Office","424   10TH AVE S","OFFICE",6000,6000,3039,"Commercial/Mixed-Use","Office Building","DMR/C 65/65-85","DMR","PRIVATE",0,1970,300,"REDEV",0.5,5.5,5.5,33000,33,1000,570000,571000,"5.5","Y",NA,0,0,NA,0,NA,"yes",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,22,1,16.67,10.53,20764,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,142750,0.75,NA,NA,NA,0,NA,NA,41.67,34.22,NA,NA,60,NA,NA,"","LU_DETAIL =  Office Building",0,15.79,0,10.53,7.9,0,NA,NA,NA,NA,NA,NA,NA,34.22,NA
"3320000555","PL",NA,NA,"332000","0555",96,"Retail(Line/Strip)","C",9000,"12-13-14","27","HILL TRACT ADD SUPL","SAIKI RANDAL K+TERENCE M","421","421          RAINIER                   AVE  S  98144","Retail/Service","421   RAINIER AVE S","STATE DRUGS",8797,8797,9850,"Commercial/Mixed-Use","Retail(Line/Strip)","DMR/C 65/65-85","DMR","PRIVATE",0,1970,300,"DEVELOPED",1.1,5.5,5.5,48384,48,609500,855000,1464500,"5.5",NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,33,1,16.67,10.53,36322,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,112654,0.75,NA,NA,0.95,1,NA,NA,25,18.43,NA,NA,NA,NA,NA,"","LU_DETAIL =  Retail(Line/Strip)",0,0,0,10.53,7.9,0,NA,NA,NA,NA,NA,NA,NA,18.43,NA
"5247801655","PL",NA,NA,"524780","1655",341,"Rooming House","C",7200,"1-2","35","MAYNARDS D S PLAT","UWAJIMAYA INC","504","504          5TH                       AVE  S  98104","Other Housing","504   5TH AVE S","PUBLIX HOTEL",7231,7231,40780,"Multi-Family","Rooming House","IDM-75-85","IDM","PRIVATE",0,1955,180,"HISTORIC",5.6,6,6,43386,43,1000,864000,865000,"6",NA,NA,0,NA,0,NA,0,"yes",1,NA,14.29,NA,13.63,NA,0,NA,0,NA,0,30,1,NA,NA,23925,0.5,NA,NA,NA,0,NA,NA,"HISTORIC - both",1,14.29,18.18,NA,0,0,0,18021,1,14.29,13.63,0.6,0.75,10.71,10.23,NA,NA,53.58,55.67,NA,NA,NA,"STS_RES_DV =  HISTORIC","",NA,NA,NA,NA,NA,NA,0,13.63,0,18.18,0,13.63,10.23,NA,55.67
"5247801657","PL",NA,NA,"524780","1657",159,"Parking(Assoc)","C",20580,"1-2 & 7-8","35","MAYNARDS D S PLAT","MIKAN TOO LLC",NA,NA,"Parking","6TH AVE S","PARKING LOT",21535,21535,0,"Commercial/Mixed-Use","Parking(Assoc)","IDM 75/85-150","IDM","PRIVATE",0,0,150,"REDEV",0,7,7,150745,151,0,2913400,2913400,"7",NA,NA,0,0,NA,0,NA,"yes",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,108,0.75,12.5,7.9,23192,0.5,8.33,7.9,"TRUE",1,16.67,21.06,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,54.17,52.65,NA,NA,NA,"Y",NA,"","LU_DETAIL =  Parking(Assoc); BLDG_SF =  0",0,15.79,0,7.9,7.9,21.06,NA,NA,NA,NA,NA,NA,NA,52.65,NA
"5247801875","PL",NA,NA,"524780","1875",106,"Office Building","C",7200,"1","40","MAYNARDS D S PLAT","SIXTH & KING ASSOCIATES","601","601       S  KING                      ST      98104","Office","601  S KING ST","HOWARD DONG BUILDING",7199,7199,21600,"Commercial/Mixed-Use","Office Building","IDM-75-85","IDM","PRIVATE",0,1993,180,"HISTORIC",3,6,6,43194,43,2417400,864000,3281400,"6","Y",NA,0,NA,NA,NA,NA,"yes",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,30,1,NA,NA,91163,0,NA,NA,NA,0,NA,NA,"HISTORIC - both",1,NA,NA,"N",0,NA,NA,172705,0.5,NA,NA,1,1,NA,NA,NA,NA,NA,NA,60,NA,"Y","STS_RES_DV =  HISTORIC","LU_DETAIL =  Office Building",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247801920","PL",NA,NA,"524780","1920",16,"Apartment(Mixed Use)","C",7200,"8","40","MAYNARDS D S PLAT","KOH CHRISTOPHER","621","621       S  KING                      ST      98104","Mixed Use","621  S KING ST","ALPS HOTEL-CAFE-STORES",7200,7200,35170,"Commercial/Mixed-Use","Apartment(Mixed Use)","IDM-75-85","IDM","PRIVATE",0,1999,180,"HISTORIC",4.9,6,6,43200,43,5477100,864000,6341100,"6",NA,"N",0.75,NA,10.71,NA,10.23,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,30,1,NA,NA,176142,0,NA,NA,NA,0,NA,NA,"HISTORIC - both",1,14.29,18.18,NA,0,0,0,166871,0.5,7.14,6.82,0.6,0.75,10.71,10.23,NA,NA,42.85,45.46,NA,NA,NA,"STS_RES_DV =  HISTORIC","",NA,NA,NA,NA,NA,NA,10.23,0,0,18.18,0,6.82,10.23,NA,45.46
"5247802345","PL",NA,NA,"524780","2345",18,"Apartment(Subsidized)","C",7200,"1","49","MAYNARDS D S PLAT","GIN HOLDINGS LLC","657","657       S  KING                      ST      98104","Multi-Family","657  S KING ST","REX APTS & TAI TUNG'S",7199,7199,27360,"Multi-Family","Apartment(Subsidized)","IDM-75-85","IDM","PRIVATE",30,1979,180,"HISTORIC",3.8,6,6,43194,43,4336000,864000,5200000,"6",NA,NA,0,NA,0,NA,0,"yes",1,NA,14.29,NA,13.63,NA,0,NA,0,NA,0,30,1,NA,NA,144465,0,NA,NA,NA,0,NA,NA,"HISTORIC - both",1,14.29,18.18,NA,0,0,0,185714,0.5,7.14,6.82,0.6,0.75,10.71,10.23,NA,NA,46.43,48.86,NA,NA,NA,"STS_RES_DV =  HISTORIC","",NA,NA,NA,NA,NA,NA,0,13.63,0,18.18,0,6.82,10.23,NA,48.86
"5247802380","PL",NA,NA,"524780","2380",101,"Retail Store","C",14400,"7-8","49","MAYNARDS D S PLAT","TRANSPACIFIC CORPORATION","665","665       S  KING                      ST      98104","Retail/Service","665  S KING ST","HUDSON HOTEL",14400,14400,43200,"Commercial/Mixed-Use","Retail Store","IDM-75-85","IDM","PRIVATE",0,1960,180,"LANDMARK",3,6,6,86400,86,1000,1728000,1729000,"6",NA,NA,0,NA,NA,NA,NA,"yes",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,60,0.75,NA,NA,24014,0.5,NA,NA,NA,0,NA,NA,"HISTORIC - both",1,NA,NA,NA,0,NA,NA,45500,1,NA,NA,0.6,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STS_RES_DV =  LANDMARK","LU_DETAIL =  Retail Store",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802680","PL",NA,NA,"524780","2680",16,"Apartment(Mixed Use)","C",14400,"1-2","54","MAYNARDS D S PLAT","KONG YICK INVESTMENT CO","508","508   1/2    7TH                       AVE  S  98104","Mixed Use","508 1/2  7TH AVE S","HOTEL-KONGYICK INVESTMENT CO",14403,14403,56800,"Commercial/Mixed-Use","Apartment(Mixed Use)","IDM-75-85","IDM","PRIVATE",0,1960,180,"HISTORIC",3.9,6,6,86418,86,664300,1728000,2392300,"6",NA,NA,0,NA,0,NA,0,"yes",1,NA,14.29,NA,13.63,NA,0,NA,0,NA,0,60,0.75,NA,NA,33219,0.5,NA,NA,NA,0,NA,NA,"HISTORIC - both",1,14.29,18.18,NA,0,0,0,41970,1,14.29,13.63,0.15,0,0,0,NA,NA,42.87,45.44,NA,NA,NA,"STS_RES_DV =  HISTORIC","",NA,NA,NA,NA,NA,NA,0,13.63,0,18.18,0,13.63,0,NA,45.44
"5247802715","PL",NA,NA,"524780","2715",157,"Art Gallery/Museum/Soc Srvc","C",14400,"7-8","54","MAYNARDS D S PLAT","WLAM PROPERTY ASSOCIATION","723","723       S  KING                      ST      98104","Public Facility","723  S KING ST","Wing Luke Museum/KONG YICK Bldg.",14402,14402,72820,"Commercial/Mixed-Use","Art Gallery/Museum/Soc Srvc","IDM-75-85","IDM","PRIVATE",0,2006,180,"HISTORIC",5.1,6,6,86412,86,11637300,1728000,13365300,"6",NA,NA,0,NA,NA,NA,NA,"yes",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,60,0.75,NA,NA,185603,0,NA,NA,NA,0,NA,NA,"HISTORIC - both",1,NA,NA,NA,0,NA,NA,175859,0.5,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STS_RES_DV =  HISTORIC","LU_DETAIL =  Art Gallery/Museum/Soc Srvc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5391600300","PL",NA,NA,"539160","0300",195,"Warehouse","C",13440,"4-5","6","MC NAUGHTS ADD","KING PROPERTIES L L C","805","805       S  KING                      ST      98104","Terminal/Warehouse","805  S KING ST","RETAIL & WHSE",13441,13441,10440,"Industrial","Warehouse","IDM-75-85","IDM","PRIVATE",0,1965,180,"HISTORIC",0.8,6,6,80646,81,1000,1612800,1613800,"6","Y",NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56,0.75,NA,NA,24013,0.5,NA,NA,NA,0,NA,NA,"HISTORIC - both",1,NA,NA,"N",0,NA,NA,115271,0.75,NA,NA,1,1,NA,NA,NA,NA,NA,NA,60,NA,"Y","STS_RES_DV =  HISTORIC","LU_DETAIL =  Warehouse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5391600225","PL",NA,NA,"539160","0225",309,"Vacant(Commercial)","C",748,"2","5","MC NAUGHTS ADD","CHINESE SOUTHERN BAPTIST CH",NA,NA,"Vacant","S KING ST","VACANT - UNBUILDABLE PARCEL",404,404,0,"Vacant","Vacant(Commercial)","DMR/C 65/65-150","DMR","PRIVATE",0,0,180,"VACANT",0,7,7,2828,0,0,38300,38300,"7",NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,0,0,0,0,16252,1,16.67,15.79,"TRUE",1,16.67,21.06,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,1,NA,NA,33.34,36.85,NA,NA,NA,NA,NA,"","LU_DETAIL =  Vacant(Commercial); BLDG_SF =  0",0,0,0,0,15.79,21.06,NA,NA,NA,NA,NA,NA,NA,36.85,NA
"5391600220","PL",NA,NA,"539160","0220",165,"Church/Welfare/Relig Srvc","C",6220,"1","5","MC NAUGHTS ADD","CHINESE SOUTHERN BAPTIST CH","925","925       S  KING                      ST      98104","Church","925  S KING ST","CHINESE BAPTIST CHURCH",5928,5928,5240,"Major Institution And Public Facilities/Utilities","Church/Welfare/Relig Srvc","DMR/C 65/65-150","DMR","PRIVATE",0,1965,180,"LUC",0.9,7,7,41496,41,170500,590900,761400,"7",NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,30,1,NA,NA,22019,0.5,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,108771,0.75,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STS_RES_DV =  LUC","STS_RES_DV =  LUC; LU_DETAIL =  Church/Welfare/Relig Srvc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100205","PL",NA,NA,"817010","0205",223,"Industrial(Gen Purpose)","C",12000,"1-2","3","SYNDICATE ADD","KIPPENHAN KURT A","1005","1005      S  KING                      ST      98104","Industrial","1005  S KING ST","Rising Produce",12015,12015,11400,"Industrial","Warehouse","DMR/C 65/65-150","DMR","PRIVATE",0,1980,180,"REDEV",0.9,7,7,84105,84,1000,1140000,1141000,"7","Y","Y",1,16.67,NA,15.79,NA,"yes",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,60,0.75,12.5,7.9,16280,1,16.67,15.79,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,76067,1,NA,NA,0.95,1,NA,NA,62.51,55.27,NA,NA,60,NA,NA,"","LU_DETAIL =  Warehouse",15.79,15.79,0,7.9,15.79,0,NA,NA,NA,NA,NA,NA,NA,55.27,NA
"8170100215","PL",NA,NA,"817010","0215",159,"Parking(Assoc)","C",6000,"3","3","SYNDICATE ADD","POLACK VALERIE+POLACK JAMES",NA,NA,"Parking","1013  S KING ST","PARKING LOT",6005,6005,0,"Commercial/Mixed-Use","Parking(Assoc)","DMR/C 65/65-150","DMR","PRIVATE",0,0,180,"REDEV",0,7,7,42035,42,0,570000,570000,"7","Y",NA,0,0,NA,0,NA,"yes",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,30,1,16.67,10.53,16272,1,16.67,15.79,"TRUE",1,16.67,21.06,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,66.68,63.17,NA,NA,60,NA,NA,"","LU_DETAIL =  Parking(Assoc); BLDG_SF =  0",0,15.79,0,10.53,15.79,21.06,NA,NA,NA,NA,NA,NA,NA,63.17,NA
"8170100220","PL",NA,NA,"817010","0220",309,"Vacant(Commercial)","C",6000,"4","3","SYNDICATE ADD","POLACK VALERIE+POLACK JAMES",NA,NA,"Vacant","1017  S KING ST","VACANT LOT",6003,6003,0,"Vacant","Vacant(Commercial)","DMR/C 65/65-150","DMR","PRIVATE",0,0,180,"VACANT",0,7,7,42021,42,0,570000,570000,"7","Y",NA,0,0,NA,0,NA,"yes",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,30,1,16.67,10.53,16278,1,16.67,15.79,"TRUE",1,16.67,21.06,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,66.68,63.17,NA,NA,60,NA,NA,"","LU_DETAIL =  Vacant(Commercial); BLDG_SF =  0",0,15.79,0,10.53,15.79,21.06,NA,NA,NA,NA,NA,NA,NA,63.17,NA
"8170100225","PL",NA,NA,"817010","0225",160,"Auditorium//Assembly Bldg","C",36000,"5-6-7&16-17-18","3","SYNDICATE ADD","ROBERT CHINN FOUNDATION","1025","1025      S  KING                      ST      98104","Public Facility","1025  S KING ST","ASIAN COMMUNITY CENTER",35965,35965,16783,"Commercial/Mixed-Use","Auditorium//Assembly Bldg","DMR/C 65/65-150","DMR","PRIVATE",0,1994,180,"REDEV",0.5,7,7,251755,252,1677300,3420000,5097300,"7",NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,180,0.75,12.5,7.9,24296,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,1,NA,NA,20.83,15.8,NA,NA,NA,NA,NA,"","LU_DETAIL =  Auditorium//Assembly Bldg",0,0,0,7.9,7.9,0,NA,NA,NA,NA,NA,NA,NA,15.8,NA
"8170100240","PL",NA,NA,"817010","0240",159,"Parking(Assoc)","C",6000,"8","3","SYNDICATE ADD","POLACK VALERIE+POLACK JAMES",NA,NA,"Parking","S KING ST","PARKING LOT",5995,5995,0,"Commercial/Mixed-Use","Parking(Assoc)","DMR/C 65/65-150","DMR","PRIVATE",0,0,180,"REDEV",0,7,7,41965,42,0,570000,570000,"7","Y",NA,0,0,NA,0,NA,"yes",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,30,1,16.67,10.53,16299,1,16.67,15.79,"TRUE",1,16.67,21.06,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,66.68,63.17,NA,NA,60,NA,NA,"","LU_DETAIL =  Parking(Assoc); BLDG_SF =  0",0,15.79,0,10.53,15.79,21.06,NA,NA,NA,NA,NA,NA,NA,63.17,NA
"8170100245","PL",NA,NA,"817010","0245",101,"Retail Store","C",6000,"9","3","SYNDICATE ADD","LUC VU VAN","1041","1041      S  KING                      ST      98104","Retail/Service","1041  S KING ST","Lucky An Dong",5992,5992,5160,"Commercial/Mixed-Use","Retail Store","DMR/C 65/65-150","DMR","PRIVATE",0,1959,180,"DEVELOPED",0.9,7,7,41944,42,302900,570000,872900,"7","Y",NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,30,1,16.67,10.53,24973,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,124700,0.75,NA,NA,NA,0,NA,NA,25,18.43,NA,NA,60,NA,NA,"","LU_DETAIL =  Retail Store",0,0,0,10.53,7.9,0,NA,NA,NA,NA,NA,NA,NA,18.43,NA
"8170100251","PL",NA,NA,"817010","0251",195,"Warehouse","C",4800,"10-11","3","SYNDICATE ADD","HAU HAU INC","501","501          12TH                      AVE  S  98104","Terminal/Warehouse","501   12TH AVE S","OFFICE/WAREHOUSE",4806,4806,4635,"Industrial","Warehouse","DMR/C 65/65-150","DMR","PRIVATE",0,1990,180,"REDEV",1,7,7,33642,34,116400,456000,572400,"7","Y","N",0.75,12.5,NA,11.85,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,24,1,16.67,10.53,20417,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,95400,1,NA,NA,1,1,NA,NA,37.5,30.28,NA,NA,60,NA,NA,"","LU_DETAIL =  Warehouse",11.85,0,0,10.53,7.9,0,NA,NA,NA,NA,NA,NA,NA,30.28,NA
"8170100316","PL",NA,NA,"817010","0316",3,"Duplex","R",5000,"1-2","4","SYNDICATE ADD","GOOEY WOO NGUEY","500","500          12TH                      AVE  S  98144","Multi-Family","500   12TH AVE S",NA,5000,5000,3310,"Multi-Family","Duplex","DMR/C 65/65-150","DMR","PRIVATE",2,1900,180,"REDEV",0.7,7,7,35000,35,36000,286000,322000,"7","Y",NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,25,1,16.67,10.53,11040,1,16.67,15.79,NA,0,0,0,NA,0,0,0,"N",0,0,0,80500,1,14.29,13.63,0.95,1,14.29,13.63,33.34,26.32,28.58,27.26,60,NA,NA,"","",0,0,0,10.53,15.79,0,0,0,0,0,0,13.63,13.63,26.32,27.26
"8170100325","PL",NA,NA,"817010","0325",106,"Office Building","C",6000,"3","4","SYNDICATE ADD","MOORE BENJAMIN","1211","1211      S  KING                      ST      98144","Office","1211  S KING ST","ART GLASS",6000,6000,2250,"Commercial/Mixed-Use","Office Building","DMR/C 65/65-150","DMR","PRIVATE",0,1940,180,"REDEV",0.4,7,7,42000,42,1000,570000,571000,"7",NA,"N",0.75,12.5,NA,11.85,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,30,1,16.67,10.53,16314,1,16.67,15.79,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,1,NA,NA,45.84,38.17,NA,NA,NA,NA,NA,"","LU_DETAIL =  Office Building",11.85,0,0,10.53,15.79,0,NA,NA,NA,NA,NA,NA,NA,38.17,NA
"8170100330","PL",NA,NA,"817010","0330",101,"Retail Store","C",18000,"4-5-6","4","SYNDICATE ADD","WILDROCK L L C/ATTN: BUU LA","1221","1221      S  KING                      ST      98144","Retail/Service","1221  S KING ST","LAM'S ASIAN MARKET",18000,18000,6336,"Commercial/Mixed-Use","Retail Store","DMR/C 65/65-150","DMR","PRIVATE",0,1999,180,"REDEV",0.4,7,7,126000,126,1000,1710000,1711000,"7","Y","N",0.75,12.5,NA,11.85,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,90,0.75,12.5,7.9,16295,1,16.67,15.79,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,1,1,NA,NA,41.67,35.54,NA,NA,60,NA,NA,"","LU_DETAIL =  Retail Store",11.85,0,0,7.9,15.79,0,NA,NA,NA,NA,NA,NA,NA,35.54,NA
"8170100345","PL",NA,NA,"817010","0345",101,"Retail Store","C",6000,"7","4","SYNDICATE ADD","LUC VU VAN+HUOL THI CHIEM","1235","1235      S  KING                      ST      98144","Retail/Service","1235  S KING ST","Old Residence Duplex /Video Store",6000,6000,1450,"Commercial/Mixed-Use","Retail Store","DMR/C 65/65-150","DMR","PRIVATE",0,1950,180,"REDEV",0.2,7,7,42000,42,1000,570000,571000,"7",NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,30,1,16.67,10.53,16314,1,16.67,15.79,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,1,NA,NA,33.34,26.32,NA,NA,NA,NA,NA,"","LU_DETAIL =  Retail Store",0,0,0,10.53,15.79,0,NA,NA,NA,NA,NA,NA,NA,26.32,NA
"8170100350","PL",NA,NA,"817010","0350",245,"Industrial(Heavy)","C",21158,"8 THRU 11","4","SYNDICATE ADD","KOF ASSOCIATES LLC","1239","1239      S  KING                      ST      98144","Industrial","1239  S KING ST","Kings Oriental Foods Co.",21381,21381,25840,"Industrial","Warehouse","DMR/C 65/65-150","DMR","PRIVATE",0,1960,180,"REDEV",1.2,7,7,149667,150,1000,2010000,2011000,"7","Y","N",0.75,12.5,NA,11.85,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,107,0.75,12.5,7.9,16124,1,16.67,15.79,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,59147,1,NA,NA,1,1,NA,NA,41.67,35.54,NA,NA,60,NA,NA,"","LU_DETAIL =  Warehouse",11.85,0,0,7.9,15.79,0,NA,NA,NA,NA,NA,NA,NA,35.54,NA
"3320500005","PL",NA,NA,"332050","0005",6,"Single Family(C/I Zone)","R",4380,"1","28","HILL TRACT ADD SUPL BLKS 28 29 36","NGUYEN LUU H+DO,AN","1247","1247      S  KING                      ST      98144","Single Family","1247  S KING ST",NA,4768,4768,2010,"Single Family","Single Family(C/I Zone)","DMR/C 65/65-150","DMR","PRIVATE",1,1912,180,"REDEV",0.4,7,7,33376,33,84000,252000,336000,"7","Y",NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,24,1,16.67,10.53,12081,1,16.67,15.79,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,1,1,NA,NA,33.34,26.32,NA,NA,60,NA,NA,"","LU_DETAIL =  Single Family(C/I Zone)",0,0,0,10.53,15.79,0,NA,NA,NA,NA,NA,NA,NA,26.32,NA
"2662650000","PL",NA,NA,"266265","0000",25,"Condominium(Mixed Use)","K",7200,NA,NA,"FUJISADA",NA,"510","510          6TH                       AVE  S  98104","Mixed Use","510   6TH AVE S","FUJISADA CONDOMINIUM",7199,7199,31333,"Commercial/Mixed-Use","Condominium(Mixed Use)","IDM-75-85","IDM","PRIVATE",26,1999,180,"DEVELOPED",4.4,6,6,43194,43,7464000,861800,8325800,"6",NA,NA,0,NA,0,NA,0,"yes",1,NA,14.29,NA,13.63,NA,0,NA,0,NA,0,30,1,NA,NA,231304,0,NA,NA,NA,0,NA,NA,"HISTORIC - SCIDpda",1,14.29,18.18,NA,0,0,0,297350,0,0,0,1,1,14.29,13.63,NA,NA,42.87,45.44,NA,NA,NA,"HIST_BLDG =  HISTORIC - SCIDpda","",NA,NA,NA,NA,NA,NA,0,13.63,0,18.18,0,0,13.63,NA,45.44
